잔여표시관리번호,지주관리번호,방향,설치일,교체일,X좌표,Y좌표,제조업체,작업구분,표출구분,종류,신규정규화ID,상태,공사관리번호,잔여표시관리번호,연번-이력ID,위치정보,FRM_CDE,MNG_AGEN,XGEO,A074_RGB_CDE
25-0000011049,02-0000178920,343,20111005  ,20111005  ,185767.300353743,543017.163482738,한길HC,006,002,1  ,1122159    ,001,2012-0201-005,25-011049,13366,1,001,-,,001
25-0000011901,02-0000059226,101,20141121  ,20141121  ,190146.06249994,547310.612493602,양황시스템,006,002,1  ,2201913    ,001,2014-0101-124,25-011901,14218,1,001,-,,001
25-0000011895,02-0000180220,213,20140725,20140725,190867.55292,548094.17099,양광시스템,006,002,1  ,2222362    ,001,2014-0101-045,25-011895,14212,1,001,-,,001
25-0000018236,02-0000161643,-,20210618  ,20211219  ,193784.712499961,559223.743745006,태대,001,002,1  ,24842910   ,001,2021-0501-008,25-018236,20553,-,002,-,,001
25-0000010269,02-0000093962,49 ,20131119  ,20131119  ,202054.43346883,556567.099979682,진우산전,006,002,1  ,4349764    ,001,2013-0201-053,25-010269,12586,1,001,-,,001
25-0000010590,02-0000178292,296,20131205,20131205,183677.83511,550059.68028,관급,006,002,1  ,0286061    ,001,2013-0101-142,25-010590,12907,1,001,-,,001
25-0000018805,02-0000173065,-,20211219  ,20211219  ,193988.300824839,559384.813269313,태대,001,002,1  ,2485629    ,001,2021-0501-008,25-018805,21122,-,001,-,,001
25-0000012503,02-0000007373,202,20171129  ,20230501  ,195477.25658,549468.45014,대한신호,001,002,1  ,3215644    ,001,2023-0101-028,25-012503,14820,1,002,-,,001
25-0000020823,02-0000062567,-,20230328  ,20230328  ,-,-,명신전자,001,002,1  ,1270576    ,001,2023-0101-034,25-020823,23140,-,001,-,,001
25-0000008709,02-0000173064,0  ,20211219  ,20211219  ,194000.31249996,559399.131244895,태대,001,002,1  ,2485626    ,001,2021-0501-008,25-008709,11483,1,002,-,,001
25-0000010771,02-0000070774,252,20000101  ,20000101  ,190591.524683869,547927.421910307,-,001,002,0  ,2212834    ,001,-,25-010771,13088,1,-,-,,001
25-0000010790,02-0000167117,301,20000101  ,20000101  ,187263.824999922,543417.518743144,-,001,002,1  ,1153133    ,001,-,25-010790,13107,1,001,-,,001
25-0000011139,02-0000178951,245,20140528  ,20140528  ,192927.8009,541203.25801,-,001,002,1  ,2068491    ,001,-,25-011139,13456,1,001,-,,001
25-0000008710,02-0000159759,191,20211219  ,20211219  ,194014.448290001,559377.256309874,태대,001,002,1  ,2485625    ,001,2021-0501-008,25-008710,9929,1,002,-,,001
25-0000011147,02-0000087317,239,20000101  ,20000101  ,202959.937500018,563083.799995466,-,001,002,0  ,45625610   ,001,-,25-011147,13464,1,-,-,,001
25-0000011154,02-0000151391,203,20140528  ,20140528  ,193604.036640472,543372.595538637,-,001,002,1  ,2173824    ,001,-,25-011154,13471,1,006,-,,001
25-0000020822,02-0000062567,-,20230328  ,20230328  ,-,-,명신전자,001,002,1  ,1270575    ,001,2023-0101-034,25-020822,23139,-,001,-,,001
25-0000020821,02-0000178210,-,20230328  ,20230328  ,-,-,명신전자,001,002,1  ,1270574    ,001,2023-0101-034,25-020821,23138,-,001,-,,001
25-0000018804,02-0000195806,-,20211219  ,20211219  ,194025.387499964,559369.243745022,태대,001,002,1  ,2485628    ,001,2021-0501-008,25-018804,21121,-,001,-,,001
25-0000011276,02-0000122800,2  ,20140616  ,20140616  ,195195.000775452,543073.30181279,-,001,002,0  ,3112066    ,001,-,25-011276,13593,1,006,-,,001
25-0000018803,02-0000173068,-,20211219  ,20211219  ,194006.613324841,559355.657019443,태대,001,002,1  ,2485623    ,001,2021-0501-008,25-018803,21120,-,001,-,,001
25-0000008712,02-0000173069,0  ,20211219  ,20211219  ,194001.63749996,559345.943744895,태대,001,002,1  ,2485612    ,001,2021-0501-008,25-008712,11485,1,002,-,,001
25-0000020820,02-0000142863,-,20230328  ,20230328  ,-,-,명신전자,001,002,1  ,1270573    ,001,2023-0101-034,25-020820,23137,-,001,-,,001
25-0000011300,02-0000132554,230,20140616  ,20140616  ,201540.54135,556981.60605,-,001,002,0  ,4430745    ,001,-,25-011300,13617,1,006,-,,001
25-0000011301,02-0000132555,348,20140616  ,20140616  ,201555.99994,556988.45987,-,001,002,0  ,4430744    ,001,-,25-011301,13618,1,006,-,,001
25-0000001354,02-0000063206,0  ,20070919,20070919,191794.6966,547308.23542,-,006,001,0  ,-,001,2013-0401-012,25-001354,4250,1,003,-,,001
25-0000011181,02-0000179005,255,20140522,20140522,191793.24426,547306.25345,한국전기교통,006,001,1  ,2241211    ,001,2013-0401-012,25-011181,13498,1,002,-,,001
25-0000011180,02-0000179002,257,20140522  ,20140522  ,193704.812499961,547753.899993655,-,006,002,0  ,2282002    ,001,2013-0401-012,25-011180,13497,1,004,-,,001
25-0000011515,02-0000179237,213,20140714,20140714,198486.60374,552342.80115,-,001,001,1  ,3371614    ,001,-,25-011515,13832,1,001,-,,001
25-0000011526,02-0000137339,282,20140722  ,20140722  ,197985.099999988,546922.131243555,-,001,002,0  ,3260635    ,001,-,25-011526,13843,1,001,-,,001
25-0000000911,02-0000039318,322,20130604  ,20140630  ,205006.81250003,546709.843743534,명신전자,006,002,1  ,5109691    ,001,2014-0201-027,25-000911,2979,1,004,-,,001
25-0000020819,02-0000112978,-,20230328  ,20230328  ,-,-,명신전자,001,002,1  ,1270572    ,001,2023-0101-034,25-020819,23136,-,001,-,,001
25-0000020818,02-0000142862,-,20230328  ,20230328  ,-,-,명신전자,001,002,1  ,1270571    ,001,2023-0101-034,25-020818,23135,-,001,-,,001
25-0000020817,02-0000178197,-,20230328  ,20230328  ,-,-,명신전자,001,002,1  ,1270562    ,001,2023-0101-034,25-020817,23134,-,001,-,,001
25-0000010441,02-0000139603,184,20131120,20131120,189987.1716,546463.03855,양광시스템,006,001,1  ,2109643    ,001,2013-0101-130,25-010441,12758,1,001,-,,001
25-0000010435,02-0000139601,217,20131120,20131120,189964.77952,546468.53135,양광시스템,006,001,1  ,2109541    ,001,2013-0101-130,25-010435,12752,1,001,-,,001
25-0000010434,02-0000068471,27 ,20140110  ,20140110  ,188722.212499933,546690.268743527,디오전기,001,002,1  ,1189082    ,001,2014-0101-003,25-010434,12751,1,001,-,,001
25-0000010598,02-0000158419,107,20131231  ,20131231  ,191565.47499995,551998.681244151,아이엔티티,006,002,0  ,2330742    ,001,2013-0501-001,25-010598,12915,1,001,-,,001
25-0000011022,02-0000097519,50 ,20140522  ,20140522  ,188242.44999993,545671.868743407,-,001,002,1  ,1177182    ,001,-,25-011022,13339,1,006,-,,001
25-0000020031,02-0000221090,-,-,-,-,-,-,001,002,1  ,3133472    ,001,-,25-020031,22348,-,001,-,,001
25-0000010597,02-0000174619,197,20131231  ,20131231  ,189357.824786763,553928.654772761,아이엔티티,006,002,0  ,1394334    ,001,2013-0501-001,25-010597,12914,1,001,-,,001
25-0000010704,02-0000178607,253,20131014  ,20131014  ,192510.011779337,555330.820185781,고엽제,006,002,0  ,2357614    ,001,2013-0101-016,25-010704,13021,1,001,-,,001
25-0000010699,02-0000144525,240,20131021,20131021,193895.85807,552299.34238,대한신호(주),001,002,0  ,2381411    ,001,2013-0101-016,25-010699,13016,1,001,-,,001
25-0000010694,02-0000178586,145,20131105  ,20131105  ,193402.332095163,553009.251835192,-,006,002,0  ,2372453    ,001,2013-0101-016,25-010694,13011,1,004,-,,001
25-0000020071,02-0000221114,-,20220504  ,20220504  ,-,-,-,001,002,1  ,6174601    ,001,2020-0201-077,25-020071,22388,-,001,-,,001
25-0000010725,02-0000167354,307,20130920  ,20130920  ,193518.283334883,551052.003986884,고엽제,001,002,1  ,2278661    ,001,2013-0101-099,25-010725,13042,1,002,-,,001
25-0000006037,02-0000161149,0  ,20090701,20090701,192327.20558,549980.11041,.,006,001,0  ,-,001,2013-0101-099,25-006037,10092,1,003,-,,001
25-0000001907,02-0000093736,238,20070601,20070601,190464.15796,553058.05058,-,006,001,0  ,-,001,2013-0101-099,25-001907,6082,1,003,-,,001
25-0000020070,02-0000016270,-,20220412  ,20220412  ,-,-,-,001,002,1  ,6174422    ,001,2020-0201-077,25-020070,22387,-,001,-,,001
25-0000009801,02-0000104371,287,20131226  ,20131226  ,192622.757589692,551204.776216377,아이엔티티,001,002,0  ,2258898    ,001,2012-0401-001,25-009801,12118,1,001,-,,001
25-0000010717,02-0000178630,102,20131226  ,20131226  ,198953.649999995,548254.943743713,-,001,002,1  ,3283504    ,001,2012-0401-001,25-010717,13034,1,004,-,,001
25-0000008672,02-0000001148,249,20131226  ,20131226  ,198969.199999993,548261.456243714,한국전기교통,001,002,1  ,3283503    ,001,2012-0401-001,25-008672,40,1,001,-,,001
25-0000003565,02-0000001131,55 ,20131226  ,20131226  ,198976.012499992,548272.768743714,한국전기교통,001,002,1  ,3283502    ,001,2012-0401-001,25-003565,39,1,001,-,,001
25-0000010832,02-0000133889,82 ,20000101  ,20000101  ,183759.549321457,550766.428290285,-,001,002,1  ,0288102    ,001,-,25-010832,13149,1,001,-,,001
25-0000010840,02-0000062034,223,20000101  ,20000101  ,186850.621002717,547944.152619023,-,001,002,1  ,1242333    ,001,-,25-010840,13157,1,-,-,,001
25-0000010845,02-0000016862,274,20170929  ,20170929  ,185882.187499915,551734.481244117,엠아이티엔터프라이스,001,002,1  ,12294911   ,001,2016-0201-151,25-010845,13162,1,001,-,,001
25-0000010858,02-0000067789,296,-,-,185571.97354,549609.14468,-,001,001,1  ,1215771    ,001,-,25-010858,13175,1,-,-,,001
25-0000010862,02-0000152446,113,20000101  ,20000101  ,185649.238892088,549443.717872192,-,001,002,1  ,1215932    ,001,-,25-010862,13179,1,-,-,,001
25-0000010870,02-0000159528,332,20000101  ,20000101  ,186058.983534811,548825.190412935,-,001,002,1  ,1224713    ,001,-,25-010870,13187,1,-,-,,001
25-0000010884,02-0000006974,46 ,20000101  ,20000101  ,186611.26249992,547634.70624364,-,001,002,1  ,1231877    ,001,-,25-010884,13201,1,001,-,,001
25-0000011028,02-0000015485,360,20000101  ,20000101  ,186416.249999918,544675.731243292,-,001,002,0  ,1135482    ,001,-,25-011028,13345,1,-,-,,001
25-0000011029,02-0000027186,124,20000101  ,20000101  ,186451.562499917,544679.706243292,-,001,002,0  ,1135582    ,001,-,25-011029,13346,1,001,-,,001
25-0000011034,02-0000066200,26 ,20140523,20140523,188825.69366,546887.09995,-,001,002,1  ,1280221    ,001,-,25-011034,13351,1,006,-,,001
25-0000011042,02-0000101498,65 ,20140523  ,20140523  ,188941.612499934,547037.243743569,-,001,002,1  ,1280554    ,001,-,25-011042,13359,1,006,-,,001
25-0000020069,02-0000106135,-,20220412  ,20220412  ,-,-,-,001,002,1  ,6174421    ,001,2020-0201-077,25-020069,22386,-,001,-,,001
25-0000020068,02-0000221100,-,20200618  ,20200618  ,-,-,-,001,002,1  ,6173291    ,001,2020-0201-077,25-020068,22385,-,001,-,,001
25-0000020067,02-0000195272,-,20200618  ,20200618  ,-,-,-,001,002,1  ,6173191    ,001,2020-0201-077,25-020067,22384,-,001,-,,001
25-0000011102,02-0000160699,285,20000101,20000101,202167.02105,560920.35391,-,001,002,1  ,4448931    ,001,-,25-011102,13419,1,-,-,,001
25-0000011107,02-0000158341,236,20000101  ,20000101  ,202762.602084941,561269.76301481,-,001,002,0  ,4469105    ,001,-,25-011107,13424,1,-,-,,001
25-0000020066,02-0000110208,-,20220915  ,20220915  ,-,-,-,001,002,1  ,6173392    ,001,2020-0201-077,25-020066,22383,-,001,-,,001
25-0000011113,02-0000178945,67 ,20140527,20140527,192382.74032,542815.71679,-,001,002,0  ,2152411    ,001,-,25-011113,13430,1,006,-,,001
25-0000011119,02-0000025565,232,20140527,20140527,192397.71524,542710.03185,-,001,001,1  ,2151491    ,001,-,25-011119,13436,1,006,-,,001
25-0000011120,02-0000025568,194,20140527,20140527,192425.89352,542680.17012,-,001,002,1  ,2151492    ,001,-,25-011120,13437,1,006,-,,001
25-0000020065,02-0000016415,-,20200615  ,20200615  ,-,-,-,001,002,1  ,6173391    ,001,2020-0201-077,25-020065,22382,-,001,-,,001
25-0000011129,02-0000178949,252,20140528  ,20140528  ,192841.160184009,541507.65338758,-,001,002,0  ,2069352    ,001,-,25-011129,13446,1,001,-,,001
25-0000011130,02-0000158700,274,20000101  ,20000101  ,203862.250000024,563538.818745517,-,001,002,0  ,4583352    ,001,-,25-011130,13447,1,001,-,,001
25-0000011145,02-0000158599,305,20000101,20000101,202941.67525,563091.56686,-,001,001,0  ,4562562    ,001,-,25-011145,13462,1,-,-,,001
25-0000011216,02-0000086511,12 ,20140612  ,20140612  ,193589.256860941,540074.269192525,-,001,002,1  ,2076862    ,001,-,25-011216,13533,1,006,-,,001
25-0000011313,02-0000153119,321,20140617  ,20140617  ,201972.822916998,556843.508155507,-,001,002,0  ,4440514    ,001,-,25-011313,13630,1,006,-,,001
25-0000011482,02-0000139773,358,20000101,20000101,210576.00468,546152.75132,-,001,001,0  ,6118781    ,001,-,25-011482,13799,1,001,-,,001
25-0000006856,02-0000137719,10 ,20080101,20080101,193707.57297,547753.75207,기타,006,001,0  ,-,001,2013-0401-012,25-006856,8747,1,003,-,,001
25-0000011068,02-0000028690,203,20110928  ,20110928  ,186377.212499918,542474.306243035,한길HC,001,002,1  ,1131443    ,001,2012-0201-005,25-011068,13385,1,001,-,,001
25-0000011659,02-0000179546,198,20140730  ,20140730  ,185644.456729971,549828.958536246,양광시스템,001,002,1  ,1216915    ,001,2014-0201-050,25-011659,13976,1,001,-,,001
25-0000011651,02-0000179538,153,20140730  ,20140730  ,185524.899999912,549849.949993895,양광시스템,006,002,1  ,1216614    ,001,2014-0201-050,25-011651,13968,1,001,-,,001
25-0000011686,02-0000179659,172,20000101  ,20000101  ,185782.049999914,546418.406243494,-,006,002,1  ,1129235    ,001,2014-0201-056,25-011686,14003,1,004,-,,001
25-0000009057,02-0000060766,45 ,20120912,20120912,185785.46086,546422.67749,한국전기교통,006,001,1  ,-,001,2014-0201-056,25-009057,4089,1,003,-,,001
25-0000011682,02-0000179655,288,20000101  ,20000101  ,185793.262499912,546389.13124349,-,006,002,1  ,1129226    ,001,2014-0201-056,25-011682,13999,1,004,-,,001
25-0000017771,02-0000135088,-,20201101  ,20210422  ,199315.512499998,552079.556244162,태영산업,001,002,1  ,33902610   ,001,2021-0201-057,25-017771,20088,-,004,-,,001
25-0000011807,02-0000180074,270,20150125  ,20150125  ,188045.391916326,546404.839908405,양광시스템,006,002,1  ,1169732    ,001,2014-0101-135,25-011807,14124,1,001,-,,001
25-0000009533,02-0000135088,31 ,20210422  ,20210422  ,199315.262499996,552081.306244162,태영산업,001,002,1  ,33902610   ,001,2021-0201-057,25-009533,11850,1,004,-,,001
25-0000011070,02-0000178936,46 ,20110928  ,20110928  ,186397.762499917,542504.193743038,한길HC,006,002,1  ,1131456    ,001,2012-0201-005,25-011070,13387,1,001,-,,001
25-0000018391,02-0000135742,-,20210527  ,20210527  ,198883.824999992,552080.393744161,태영산업,001,002,1  ,33804610   ,001,2021-0201-057,25-018391,20708,-,002,-,,001
25-0000011899,02-0000180236,56 ,20141121  ,20141121  ,188492.555909415,550362.377209845,양광시스템,006,002,1  ,1277624    ,001,2014-0101-124,25-011899,14216,1,001,-,,001
25-0000010380,02-0000125365,8  ,20130820  ,20130820  ,188568.08749993,548481.531243739,한국노인생활지원재단,006,002,1  ,1273745    ,001,2013-0101-092,25-010380,12697,1,001,-,,001
25-0000010402,02-0000113712,292,20140110  ,20140110  ,185784.530201874,548828.77299797,디오전기,006,002,1  ,12242110   ,001,2014-0101-002,25-010402,12719,1,001,-,,001
25-0000010393,02-0000067611,296,20140110  ,20140110  ,185796.217701873,548833.897997968,디오전기,006,002,1  ,12242110   ,001,2014-0101-002,25-010393,12710,1,001,-,,001
25-0000010855,02-0000016545,155,-,-,185545.40374,549826.10859,-,001,001,1  ,1216711    ,001,-,25-010855,13172,1,-,-,,001
25-0000010664,02-0000178528,26 ,20140112  ,20140112  ,206035.425000036,559627.481245052,아이엔티티,006,002,0  ,5425774    ,001,2013-0401-007,25-010664,12981,1,004,-,,001
25-0000018387,02-0000135737,-,20210429  ,20210429  ,198455.03749999,552165.831244173,태영산업,001,002,1  ,3370582    ,001,2021-0201-057,25-018387,20704,-,002,-,,001
25-0000010867,02-0000067499,289,20000101  ,20000101  ,186078.546034811,548833.377912934,-,001,002,1  ,1224812    ,001,-,25-010867,13184,1,-,-,,001
25-0000010876,02-0000067402,23 ,20000101  ,20000101  ,186536.849999918,547909.849993669,-,001,002,1  ,1232734    ,001,-,25-010876,13193,1,-,-,,001
25-0000010878,02-0000067419,96 ,20000101  ,20000101  ,186510.262499918,547895.962493672,-,001,002,1  ,1232622    ,001,-,25-010878,13195,1,-,-,,001
25-0000010881,02-0000067421,100,20000101  ,20000101  ,186548.212499919,547802.949993655,-,001,002,1  ,1232713    ,001,-,25-010881,13198,1,-,-,,001
25-0000010883,02-0000178889,93 ,20140516  ,20140516  ,188160.815050661,546525.150518905,-,001,002,0  ,1169952    ,001,-,25-010883,13200,1,006,-,,001
25-0000010887,02-0000058236,29 ,20000101  ,20000101  ,185503.962499911,549017.1249938,-,001,002,1  ,1214652    ,001,-,25-010887,13204,1,001,-,,001
25-0000011215,02-0000022905,221,20140611  ,20140611  ,194047.115333361,541105.066546393,-,001,002,0  ,2088774    ,001,-,25-011215,13532,1,006,-,,001
25-0000018386,02-0000135081,-,20210429  ,20210429  ,198500.13749999,552130.656244168,태영산업,001,002,1  ,3370673    ,001,2021-0201-057,25-018386,20703,-,001,-,,001
25-0000018385,02-0000135080,-,20210429  ,20210429  ,198455.43749999,552136.281244169,태영산업,001,002,1  ,3370573    ,001,2021-0201-057,25-018385,20702,-,002,-,,001
25-0000019507,02-0000220463,-,20220727  ,20220727  ,211554.232338123,541743.908871969,진우산전,001,002,1  ,6039794    ,001,2022-0201-052,25-019507,21824,-,001,-,,001
25-0000020666,02-0000157690,-,20230630  ,20230630  ,-,-,명신전자,001,002,1  ,1191135    ,001,2023-0201-010,25-020666,22983,-,001,-,,001
25-0000009617,02-0000176566,94 ,20130618  ,20130618  ,202971.787500017,555671.506244584,-,001,002,0  ,4367587    ,001,2012-0401-008,25-009617,11934,1,004,-,,001
25-0000009616,02-0000176565,194,20130618  ,20130618  ,203031.252892278,555490.720545876,-,006,002,0  ,4367742    ,001,2012-0401-008,25-009616,11933,1,004,-,,001
25-0000009605,02-0000176550,338,20130615  ,20130615  ,202079.88229,555796.37687,-,001,002,0  ,4348803    ,001,2012-0401-005,25-009605,11922,1,001,-,,001
25-0000009602,02-0000176551,316,20130615,20130615,202068.40927,555808.76474,-,001,002,0  ,4348711    ,001,2012-0401-005,25-009602,11919,1,001,-,,001
25-0000009601,02-0000176550,151,20130615  ,20130615  ,202077.69267,555797.3967,구전산업,001,002,0  ,4348701    ,001,2012-0401-005,25-009601,11918,1,001,-,,001
25-0000009598,02-0000176546,119,20130601  ,20130601  ,203177.350000021,561290.181245251,-,001,002,1  ,4479006    ,001,2012-0401-009,25-009598,11915,1,004,-,,001
25-0000009660,02-0000061127,14 ,20130628  ,20130628  ,186980.762499921,546840.156243544,-,006,002,1  ,1240617    ,001,2012-0401-002,25-009660,11977,1,004,-,,001
25-0000009652,02-0000176632,341,20130626  ,20130626  ,188070.324999927,547021.131243566,-,001,002,1  ,1260751    ,001,2012-0401-002,25-009652,11969,1,004,-,,001
25-0000008376,02-0000133186,0  ,20010101,20010101,190542.28348,544303.29572,-,006,001,1  ,-,001,2012-0401-002,25-008376,8390,1,003,-,,001
25-0000009635,02-0000176606,223,20130625  ,20130625  ,190300.424998985,546988.937318469,-,006,002,0  ,2210247    ,001,2012-0401-002,25-009635,11952,1,001,-,,001
25-0000009690,02-0000150721,217,20130817  ,20130817  ,185898.224999913,543578.631243163,진우산전,001,002,1  ,1123467    ,001,2013-0101-063,25-009690,12007,1,001,-,,001
25-0000009685,02-0000150722,282,20130817  ,20130817  ,185918.237499914,543622.84374317,진우산전,001,002,1  ,1123473    ,001,2013-0101-063,25-009685,12002,1,001,-,,001
25-0000011880,02-0000180178,74 ,20150210  ,20150210  ,192252.605556251,548269.034539995,아이엔티티,001,002,1  ,2253104    ,001,2014-1101-002,25-011880,14197,1,001,-,,001
25-0000005438,02-0000078189,0  ,20220530  ,20220530  ,203294.71250002,556090.918744511,아이엔티티,001,002,1  ,4378264    ,001,2022-0101-037,25-005438,5016,1,001,-,,001
25-0000011066,02-0000028689,125,20110928  ,20110928  ,186350.399999917,542499.106243037,한길HC,001,002,1  ,1131344    ,001,2012-0201-005,25-011066,13383,1,001,-,,001
25-0000005439,02-0000078187,0  ,20220530  ,20220530  ,203309.250000021,556092.468744512,아이엔티티,001,002,1  ,4378263    ,001,2022-0101-037,25-005439,5015,1,001,-,,001
